,user,playtime,user_url,post_date,helpfulness,review,recommend
112,BluestreakX,164.5,https://steamcommunity.com/id/lostasfound/,"February 6, 2024",11,['this game was a perfect sequel to final fantasy xiii it s like square took notes on everything people didn t like and went okay let s fix this you want streamlined item crafting checkyou want quick time events in cut scenes checkyou want streamlined chrystarium and role development checkit really feels like they bumped up the drop rates for the rare items and there are lots of accessories that increase your drop rates as well if you like to farm items your third character party member is a monster you can capture monsters as you fight them and add them to your party once captured it s a really fun mechanic despite not having much screen time they really played up lightning as a character into such a badass that she gets mistaken for the goddess herself i hear that you can add her to your party but after hours with this game i personally think it might just be a rumour all in all i can t recommend this game enough for people who played xiii and still want to spend more time on gran pulse this is the sequel xiii deserved and even with some of it s flaws the game stands out in different ways than it s predecessor while still holding on to what was good about ffxiii tldr if you liked xiii enough to consider the sequel do yourself a favour and pick this game up it s such an improvement while staying true to the original '],Recommended
113,Holy Bunny,0.4,https://steamcommunity.com/profiles/76561198067061353/,"July 3, 2022",8,['bad port and player in asia region can only use japanese voice we can t change to english voice '],Not Recommended
114,nikkie,35.2,https://steamcommunity.com/id/Ashriiver/,"April 5, 2023",9,['this ff trilogy is pretty good story wise albeit a bit confusing without some research this might be a rare take but i really do enjoy the atb gauge system the game s combat implemented to this day it makes the combat a bit slower but gives more room for strategizing it holds some of my favorite soundtracks to this day the music is immersive and well put together i played this on my xbox long ago but the pc port absolutely sucks bung hole i ve experienced several crashes everytime i tried to save tab out stream the game on discord etc in my experience it was fixed using the instructions and several other fixes modifications for the game are also posted on i m experiencing some shader graphics issues on some of the character models and currently looking for a specific fix for it it isn t game breaking but just ruins the immersion quite a bit since it makes serah look like she smothered her eyelashes with containers of covergirl mascara and her hair looks like uncooked ramen so yeah it s a bit of a disturbing sight during cutscenes '],Not Recommended
115,Necronomad,13.4,https://steamcommunity.com/id/necronomad/,"January 26, 2017",22,['enjoyed what i could play of the game however the game engine performs poorly and will lock up periodically after quite a lot of attempts to troubleshoot the various issues both myself and looking into what others have tried i ve decided the game is just to unreliable and the freezes too frustrating to recomend these issues have been around since it was released on steam and square seems to show no interest in resolving them '],Not Recommended
116,Blackcoat3649,207.0,https://steamcommunity.com/profiles/76561198006723892/,"January 4, 2015",25,['there isn t much to say about the story it s standard fare that gets more than a little convoluted where this port falls flat on its face is with the unacceptable frame rate issues this has been written about in great detail all over the place and a simple google search will tell you all you need to know when lightning returns releases i implore everyone to hold back on buying it until we know for sure that it runs at an acceptable speed '],Not Recommended
117,willescudero1,0.7,https://steamcommunity.com/profiles/76561199206264112/,"October 25, 2023",8,['this game is crashed no work'],Not Recommended
118,Jersezfinest46,20.0,https://steamcommunity.com/profiles/76561198346999855/,"February 12, 2023",9,['game crashed a few times then i did some research and installed two patches to fix the game and now it runs great if you want to play this game just do a little homework and fix it i installed the patch and the fix patch took me like twenty minutes '],Recommended
119,Tali'zorah,45.0,https://steamcommunity.com/id/lovelovedestroy/,"March 10, 2024",8,['gameplay is super fun and combat is vastly improved over its predecessor i personally really like the buddy comedy vibe the majority of the game has important to note the pc port sucks you need at least or patches info is in discussion pages to even run the game and i still ctd maybe times with all the patches this positive review is specifically about the game itself which is great '],Recommended
120,ZeromusXYZ,30.3,https://steamcommunity.com/id/zeromusxyz/,"April 8, 2018",7,['i ll start out by say disable steam cloud saving for this game if you don t want random crashes while saving with that out of the way i can recommend if you don t mind a bit of back tracking and exploring in your jrpgs the battle system is more or less the same as it was with ffxiii but you only have main characters extra monsters in your party they can be customized they removed the summons but instead they added a kind of limit break move to the monsters if you absolutely despise quick time events this game and especially the intro is not for you however other than in some main events and the special moves of the pet monsters it s not used that much for me i found the overall game better than ffxiii but that s mostly because this one is extremely non linear in it s story the game surely has it s flaws other than the saving bug but it surely isn t as bad as some people make it out to be '],Recommended
121,O-Ren Ishii,27.9,https://steamcommunity.com/id/orenishiio/,"September 23, 2020",20,['this game only crashes do not buy it square enix or steam will never fixt it '],Not Recommended
122,Jain,24.7,https://steamcommunity.com/id/iceethatuareusingmyurl/,"May 13, 2016",14,['got this game on sale and i can say it was worth it pros great combat hour game without completion you can collect monsters in this game like pokemon one of the best soundtracks i have ever heard especially the menu track cons so so story story gets confusing as it goes doesn t have lightning really main characters are boring feels like point of the game is to set lightning returns storyverdict a better game than ffxiii falls flat on story telling and makes up for it by giving us a better battle system than ffxiii but overall feels more like a set up for lightning returns story than a standalon'],Recommended
123,Ilyana Scarlet,76.0,https://steamcommunity.com/id/Mama_Mega/,"August 16, 2015",100,['i wish i could come here and praise the actual game the one whose plotline really isn t as complex as the other reviewers claim it is provided you pay attention anyway yet here i am loving the gameplay looking forward to seeing what s coming up in the plot pursuing every achievement just as i did in xiii and able to say nothing but how of a port job this is the graphics are no higher end than its predecessor yet i get half the framerate the overlay doesn t show up for a good while after the button s pressed some times for up to several minutes on windowed mode the window will continuously lock itself into being active even when you alt tab away leaving the program you switched to on top it but holding your cursor down on the exact center of your monitor with your inputs affecting both simultaneously look forward to either fiddling with the game s menus until it switches back or trying to close it on task manager without being able to use your mouse on fullscreen the game can refuse to close altogether not acknowledging a press of the escape key which is supposed to open the menu to close it not acknowledging alt tab or shift tab and not allowing you to open task manager thus forcing you to either power off your device or crash the game by unplugging your display the armor and assassin s robe dlc couldn t be licensed to be carried over annoying but excusable the weapon and accessory dlcs were also not ported over not as excusable look forward to having to mod this content back in to the game yourself though at least it can be done congratulations square on taking a perfectly good game and porting it so poorly that it works the way i need it to about half the time you brought the pc a game that actually makes the pcmr look bad because with the job you did it is undeniable that this game is better played on a console '],Not Recommended
124,-Obliteration,94.0,https://steamcommunity.com/profiles/76561197975964115/,"August 13, 2019",10,['tweak yer stuff i had problems works now '],Recommended
125,Herald of Fire,27.5,https://steamcommunity.com/id/HeraldOfFire/,"March 6, 2020",12,['this game is very polarizing for me i gave it a thumbs up but it s borderline where do i start i guess the first place to start is with your main characters rather than following the heroes from the first game you re stuck with the wallflower serah and a new face noel that s it no additions to your party members no changes to your roster you re stuck with these two for the entire ordeal this wouldn t be a problem if they had some personality but they re sadly about as bland as cheap rice crackers the combat system is recycled from the first game the first problem some of you might ve noticed is that this really doesn t work well with only two members in your team so who gets to fill the third slot serah lacking any kind of prior combat experience inexplicably gains the power to recruit monsters to the team and becomes an instant warrioress the instant she s given a bow to match her new combat prowess her outfit is magically transformed overnight as well because why not okay so the characters are a boring and the combat has become pokemon lite edition but surely the storyline keeps things ticking right wrong the storyline is a mess instead of a continuation of the original we get time travel this basically gave se free rein to destroy established canon whenever they wanted since rewriting history is basically the entire plot of the game during some parts of the game you can choose dialogue options to get some exposition and ask questions these don t really do much although you re rewarded with items based on your responses i personally hate noel so lamented the fact that none of the choices allowed me to treat him with the contempt he deserved noel acting almost like a love rival for snow doesn t help to make him very likeable either and you re stuck with him for the whole game okay so it sounds like a rather scathing review all said and told so why the thumbs up simply because when you set aside the plot and the characters you get to the gameplay and it actually does this well the monster system while ridiculous is actually well fleshed out and meaningful each one can be levelled individually and you can even customize their appearance thanks to adornments the areas are lively and interesting and as dumb as throwing a moogle sounds it adds a mechanic which allows you to collect distant items which enables square enix to hide secrets around the maps the gameplay is actually really good and that s why it deserves a thumbs up even if the overall plot and characters are less than stellar also throwing a moogle into noel s face at full force is surprisingly theraputic sometimes '],Recommended
126,hidden3rddragon,12.3,https://steamcommunity.com/id/Hidden3rdDragon/,"August 17, 2022",10,['spent more time with game crash than i have actually playing the game horrible game port '],Not Recommended
127,Slaythe,2.7,https://steamcommunity.com/id/slaythe/,"March 15, 2018",13,['i strongly recommend buying this game seeing so many mixed reviews you might wonder it s every single problem the port has crashes performance dlc botched effects has been fixed by the community thanks to modding so head to the forums to get those make sure to get the frame pacer remover to improve the frame drops lock the game at fps if you can t hold for a smooth gameplay experience this isn t exactly a sequel to xiii the story is unique and does its own thing while some characters make cameos only hope and lightning have major roles knowledge of xiii isn t needed but there is a recap on the main menu if you need to get caught this game adresses a ton of issues the first xiii had you are in control of the narration there is a lot of exploration npcs to talk to the time travel mechanic and story is super refreshing especially if you enjoyed chrono trigger the gameplay is fun the two new main characters are compelling the art direction is also very strong and the soundtrack while a bit all over the place is fantastic please give this game a chance i personally hate xiii so try it out even if you didn t like that one edit i have beaten the version of this game before '],Recommended
128,FrostX,48.6,https://steamcommunity.com/id/DesmondLim/,"December 11, 2014",22,['what can i say its awesome pros graphic options great strategic gameplay cinematic actions multiple decisions intriguing for asia japan free dlcs eu us has english and japanese voiceover beautiful soundtrackcons the store page picture is misleading you don t play as lightning excluding the prologue the game still have minor stuttering issues but its no big deal the story is quite complicated however they included the prequel story in the main for eu us asia only have japanese voiceoveri really highly recommend this game for those rpg fans the size capacity for this game for eu us compared to asia is not fair as they have to download bigger however they have double voiceover english and japanese while asia don t '],Recommended
129,Akki,14.2,https://steamcommunity.com/id/AkioMitsuko/,"March 29, 2016",19,['tl dr if you want to play lightning returns and want to know about the story beforehand i recommend skipping this broken game and reading a summary instead i have three big qualms about this game one involving the pc port the other two involving the gameplay and its story firstly about the pc port it is horribly bad optimized and i m saying this after they had plenty of time patching the game but it seems this is as good as they re gonna make it the game runs on a very very weird dynamic fps capping system that generally limits your framerate very low so it doesn t spike sometimes far lower than what you consider okay to look at the community has found a way to remove this framerate limiter greatly increasing the potential fps you will have however this will cause audio and animation during cutscenes to go out of sync if the framerate drops below making most of them ridiculously stupid if they happen in a performance intense area secondly the gameplay i ve never been fond of xiii s active time battle system which frankly hasn t changed very much in this game making this already a minus what s more is that most of the time it feels like you re fighting unnecessary encounters partly unrelated to the situation the whole time travelling system is also very confusing and annoying to do gating you from progressing by having to go back and finding wild artifacts or other keys in order to progress through the main story i suppose this was an attempt to go away from xiii s linear world but it s not better at all making it more annoying if anything and lastly the story if you enjoyed the story of ffxiii then you probably won t feel at home here apart from starting off somewhere near the ending of xiii and sharing its characters it s like a fan made alternative universe while i understand that time travelling is playing a major role in this it feels very disconnected from xiii the character relations aren t reflective of xiii either seperating it even more from being a sequel to xiii on top of all that lightning returns almost nullifies everything that happened in and just starts off from an almost completely unrelated universe the only thing the xiii games have in common are characters and modifications of its atb system '],Not Recommended
130,Lighty™,6153.5,https://steamcommunity.com/id/35000/,"June 18, 2018",65,['if lightning were my homework i would do her every day '],Recommended
131,Chibiscus,58.1,https://steamcommunity.com/id/Chibiscus/,"January 27, 2017",15,['final fantasy is a nice sequence to final fantasy xiii i personally remember when this game first came out on xbox and after playing the first ffxiii i bought this one as the crystal edition now almost years later it finally came to pc first of all let me say that this game does have horrible fps drops and sometimes in some areas you will experience instead of wise the first ffxiii game was alot better on pc then this one but let me tell you that the third and final part of this series runs even smoother then the first part in this game unlike the first game you can only play characters which are serah farron and new character that hasn t been in the previous game the fightning system has also changed a little not just in layout but also as to how it works once again you have paradigmas but this time you will be able to tame monsters enemies and let them fight by your side each of the monsters come with their own role that you can level up with monster material the leveling for the characters is such the same as before once again you have the crystarium and the cp crystarium points with the only difference that the crystarium looks a bit different and it seems to take longer with more points then before to level up your characters unlike the first game you can now explore a bit more freely and can get up to alternative endings with of course being the main ending once you ve unlocked all differend endings you will get a secret ending as well what makes this game on pc better then on console the fact that we got almost all dlc for free besides costumes or so but you can mod them if you really want to the free dlc s include some story dlc s and also some costumes so once you finished the main game there is actually alot more to do to catch the full story although this game has its problems once you get passed them it is a beautiful sequence to the first game in the series and up to this day one of my favourite ones since it took me hours to complete the main story without any dlc done i do recommend this game to anybody that loves a good jrpg and a story rich game for its full price i also do recommend this game to any final fantasy fan especially the ones that enjoyed final fantasy vii as it is in the same universe as such '],Recommended
132,GeoffreyPenalty,14.0,https://steamcommunity.com/profiles/76561198031051975/,"December 6, 2021",7,['crashes constantly on new machines that play much more taxing games pc version is a waste of money '],Not Recommended
133,Barking Hillbilly Dog,56.7,https://steamcommunity.com/id/OmegaArmads/,"February 20, 2024",10,['this game means so much to me but cannot recommend in any way fps is literal chaos and crashes become abundant should you somehow wish to really really want to finish this trilogy then install the performance mods night and day difference from fps to almost perfectly constant fps '],Not Recommended
134,Ejen Lumina,196.2,https://steamcommunity.com/id/Anifox52/,"October 18, 2016",11,['i know alot of people complaining about the port and stuff because of the fps is unsmooth and i totally agree with that but after playing this game for about hours in fps i finally figured out the solution for that and this how to get fps fix with high settings which is very smooth without any problems follow the steps here my settings reso x aliasing msaa fix '],Recommended
135,Zensational,14.1,https://steamcommunity.com/profiles/76561198142913555/,"December 1, 2016",31,['as someone who loves the final fantasy series with a passion but doesn t have the xbox to play or it s sequels i was so excited to play this but the fps is horrid and the audio is dubbed over horribly i would be able to look past this if the game actually worked but i was able to play up to about the time slot and then whenever i try to travel to the next time the loading screen never stops i literally left it loading overnight while i slept and woke up to the loading screen don t waste your money on this please it s a sad excuse for a pc development '],Not Recommended
136,Shanklepops,23.7,https://steamcommunity.com/id/supercactus/,"January 5, 2015",69,['i love this game despite what others say i love all three parts of however i was highly disappointed with the pc version of this game the specs on my computer far exceed the recommended and yet the performance is worse than poor and the low fps especially on boss battles that can last a while is nothing if not frustrating having bought this nearly a month after the steam release and bearing in mind all the comments on the poor performance of the game it is very disappointing that there has been no fix for this yet in short it doesn t matter if you have the pc it still won t run smoothly please fix this soon i would recommend this game to anyone after a fix has been released '],Not Recommended
137,jek_the_snek,33.2,https://steamcommunity.com/profiles/76561198448769367/,"January 16, 2023",8,['does this game improve and innovate on the mechanics of the first game yes is it at times one of the most simultaneously epic yet solemn final fantasy games ever also yes is it a better game than the original perhaps possible spoilers for and ahead first off this game exponentially adds to the lore and mythos of the twin worlds of cocoon and pulse but in doing so dampens the sacrifice that took place at the end of when the game starts we are introduced to the driving force of the first game s narrative and lighting s sister serah farron who has been living on pulse in the town of new bodum shortly after awakening from a dream about her now long missing sister lightning fighting someone at the end of time a time paradox opens yes it s one of those stories and the town is attacked by futuristic monsters and serah meets up with new characters noel and mog the story of the game then centres around serah and noel fighting and closing time paradoxes in an attempt to prevent the now crystalline cocoon from crashing down and ushering in the end of the world overall the story is intriguing and well written in regard to tackling the main themes of despair loneliness and sacrificing the many in order to save the ones you love if not a bit short on the topic of gameplay the paradigm system from has been greatly overhauled now opposed to party members that change based on the story there are only permanent party members serah and noel and the other party slot is occupied by any of creatures you ve captured in battle think less pokemon and more persona as it is luck based who occupies a single paradigm this was a novel inclusion as it makes party compositions feel more unique as you have access to almost every basic enemy to add to your party train and customise with humorous attire but despite this does not make up for not having a third character in the party as all the dialogue tends to be between serah noel and mog who is practically useless gameplay wise other than for completionist purposes overall the lack of a wider party really sells serah s excitement for reuniting with snow who also went missing and noels sense of loneliness being the last person alive in the end of time combat wasn t the only thing that was changed as the chrystarium was also completely overhauled this time rather than progress being tied to story events a new chrystarium would unlock as soon as the old one was completed this made progression feel a lot more fast paced and less like it was intrinsically tied to the plot paradigms also received some updates as now the sen paradigm negates more damage than in and this feature is made apparent from the very start this leads to combat being more fast paced but also more challenging in places one final change to the gameplay formula is that random encounters are back but work on a system more akin to persona than to a traditional final fantasy game where an enemy randomly spawns you have the chance to attack first to gain an advantage or flee and if you get hit by the enemy you start with a disadvantage honestly i prefer this system as it means preemptive strikes are far easier to get as you aren t sat in the gapra whitewood waiting for that bastard behemoth to turn around just for the chance of a preemptive strike not to mention that now you can change the party leader mid fight so now the annoying death of a party leader leading to the loss of a fight in is replaced by the death of a party member nothing more nothing less for the most part the changes to the gameplay are welcome additions in my eyes and help to make the combat more enjoyable and engaging the level design has also been altered for this sequel this time around square really took the criticism of corridor levels to heart and as a consequence the levels and the way they are connected feel way too open this seems like a good idea but now rather than being stuck at the end of a corridor you actually took wrong turns and have gone through different time zones only to find out through a decade old youtube guide that you went through the wrong time portal and went several millennia in the wrong direction as for the area design that is a completely different story final fantasy continues to hold the bar set by its predecessor and in some instances surpasses it conveying not only the state of the world to the player but also the emotions of the characters using the contrast of the same area being perfectly fine in one timeline and utterly demolished in another to sell the urgency of saving cocoon and its inhabitants as a result of your time tampering not only do you save the many lives of cocoon but you also get a glimpse into the more personal effects of your actions with the character of alyssa zaielle who you witness grappling with the knowledge that they themselves are a time paradox and should have died if not for the player altering time now for the real reason anyone would play a final fantasy game the villain caius ballad is the eternal sworn protector of yuel the seeress who is continually fated to die at approximately years old understandably this leaves caius distraught as the one person he loves dearest is ripped from him prematurely leaving countless iterations of him alone caius acts as a foil to noel as they are both people confronted with immense loss but the way they handle it is completely different as where noel sees hope and is seen as a light in the dark caius seeks only chaos and destruction on the topic of chaos i would like to discuss this game s implications on the wider story of the universe with the end if you see the entire party save fang i believe transform into ceith then to shortly later revert back into people tries to explain this by introducing the unseen character of etro the goddess of death who it turns out took pity upon the party and used her powers to revert the party this caused a time paradox which was resolved by lightning being sacrificed and imprisoned by the chaos until the end of time in valhalla which in turn led to the death of etro whose heart the heart of chaos is stored inside caius this is an interesting addition to the lore as it shows that there are beings above the likes of the fal cie who possess the power to rewrite history as none of this was referenced in the first game this makes it feels less planned and more like a slapdash effort especially with bunevelze s introduction in lighting returns after numerous fights with caius and saving the population of cocoon the game s climax takes place as a battle against caius in valhalla at the end of time this leads to either noel killing caius or his suicide based on the player s choice this then leads to the heart of chaos being shattered setting the events of lightning returns into motion like it s predecessor this game has excellent music with a large selection of high energy tracks as well as loads of more typical final fantasy music with each area having an alternate version of the song for when an enemy appears and tries to attack you which helps sell the sense of upcoming action with the next fight like with the area design the ost also contains some more sombre tracks which succeed with selling the emotion of the comparatively darker story overall while this review was fairly positive in its tone i would like to add that there are flaws with the game the actual story is relatively simple and more of a vessel for the interesting themes and during the latter half the game becomes extremely tedious as in without a guide this game would be over hours long levels of tedious it also ends on a cliffhanger that only serves as a way to sell lighting returns which i won t get into but if you liked you should like tis game '],Recommended
138,Zero Two,37.9,https://steamcommunity.com/id/JoeChorlton4/,"July 5, 2018",11,['pros story line exploration strong antagonist battle system paradigm returning characters from ffxiii new characters replayability multiple endings crystarium system leveling system soundtrack voice actingcons no summons original cast from ffxiii aren t playable characters some of the original characters aren t in the game enough'],Recommended
139,FINAL FANTASY XIV Online,44.3,https://steamcommunity.com/id/THETERRORIZER/,"July 21, 2019",12,['after playing on and off for months i have no idea why people hated this game so much sure it was a bit grindy sure the story was insane at times but it was still incredibly interesting weird epic and extremely final fantasy i found myself literally laughing out loud manically at some points in the story as the characters tried to explain what the was happening but the premise is amazing the gameplay is exciting and the ending is incredible ok so the battle system may be strange to some i found it incredibly intense especially towards the end it may be a bit grindy the constant battles may become slightly annoying the story will mess with your brain but other than all that it s incredible and i love the characters and story so much ok now i might see why some people disliked it but i loved it and i love these characters starting the next entry right now '],Recommended
140,pepsimanvsjoe,51.0,https://steamcommunity.com/id/pepsimanvsjoe/,"December 20, 2014",19,['despite the best efforts of lightning and her crew the world is once again in danger now it s up to serah mysterious traveler noel and moogling mog to make things right despite putting hours into i m about as equipped to discuss the plot as somebody who has never even heard of the game or final fantasy i guess this title could be compared to previous square games like chrono trigger chrono cross the player must pass through various times and dimensions alleviating paradoxes fighting monsters and getting pushed around by some jerk named caius there are dark moments like chrono but it sticks to characters instead of attempting to juggle like cross i guess that s part of what got me through this game when the story doesn t make a lot of sense at least you can watch the friendship between noel serah grow and realize that they re getting by despite the heaps of bs being tossed their way the battle system is straight outta ffxiii but with numerous changes the most obvious is that the third party member is always a monster pocket monster fans are going to find dozens of creatures to recruit throughout their journey monsters are strengthened via materials and can be infused with others to gain additional skills admittedly i was a little disappointed that monsters adhere to the ffxiii system for example i recruited a giant cactaur but he s not going around using needles on everything he s a synergist so he sticks entirely to buffs i know i know the paradigms are essential to winning in ffxiii but i just oh well on the bright side monsters tend to have unique skills that make them more effective in a given situation than serah noel on the whole is a fair bit easier than its predecessor this is mostly due to the fact that you re actually not limited in how much you can grind since this game is non linear you could go to various optional areas and amass a ton of levels making the story battles trivial aside from a handful of post game dlc fights you ll have to limit yourself if you want a challenge speaking of levels the crystarium got a convoluted revamp you cash in points for stat bonuses to magic to hp etc over time you unlock and level all six roles but your level stats can vary there s a perfect guide floating around to help you figure this mess out while i ended up using guides to have a chance at this game i merely stuck to leveling what i thought would make sense for serah i leveled ravager on the large nodes to boost her magic and with noel commando i probably goofed somewhere and cost myself a good points in an essential stat but i ve done most everything in the game so it isn t that much of an issue in order to get all fragments you re going to be doing a lot of exploring grinding puzzles and stupid pet tricks mog is capable of finding hidden items and can also be thrown to reach faraway objects which you might need a guide to find the puzzles are almost entirely mini games as anyone who has played will tell you the clock puzzles suck most of them aren t that difficult and can be brute forced but there are a few that all but require a website for calculating solutions either take advantage of the tools the internet has made available to you or watch in horror as the pacing dies a painful death your choice the grind isn t quite as bad as ffxiii but expect to spend a lot of time in the archylte steppe fighting the same monsters for potent orbs essences crystals after completing the game all of the major dlc is unlocked in the coliseum players will engage in battle with numerous fan favorites and a few characters from ffxiii i find it amusing that one of the opponents should have been in a boss fight in ffxiii but it never happened because reasons i won t spoil it but if you played ffxiii then you already know who i m talking about you ll want to fight these battles not just because they re quite good but also because you can recruit everyone you defeat the next dlc adventure is a solo battle between lightning and caius lightning has a specific set of roles and is expected to switch between them constantly for example she can use the knight role to become impervious to damage and it s necessary to avoid getting one shotted by a handful of caius s attacks since this dlc doesn t require serah noel you can do it immediately after completing the game to gain a powerful ally sazh s dlc adventure takes place in a casino he s trapped in limbo and his son is nowhere to be found only by gambling can they hope to be re united while the concept sounds sufficiently dark this isn t exactly gambling apocalypse sazh the goal is to acquire fortune medals which can be done in less than minutes by playing texas hold em the casino is also available in the main game though all n s can do is play slots and race their chocobos once i got the items i required i never went back i ll admit i enjoyed my time with this game more than ffxiii noel serah and caius are some of the better jrpg heroes and villains i ve seen trying to make sense of everything is headache inducing but the revamped crystarium and monster raising provided excellent distractions the combat itself also recieved some slight improvements like paradigm shifting being noticeably faster the various areas times dimensions being more than a narrow corridor definitely helped though the quests tend to be of the fetching variety the port still could have been a lot better though i m not nearly as frustrated about it now as was when i started the pc version but square enix isn t getting a passing grade for this one ffxiii and its sequel deserve better ports but i expect lightning returns to be at about the same quality as the previous two pc entries superior to the console versions and not much else '],Recommended
141,Vit,70.0,https://steamcommunity.com/id/yvese/,"December 11, 2014",128,[' not a full review only covering graphics options for those that have played or know about the port rest assured this game along with a patch that came out with has graphics options the following are the graphics options in the game resolution you can set this to your native res if you re running nvidia s dsr or amd s vsr you can select a higher res if you have that enabled i have amd s vsr enabled and am able to choose shadow resolution this setting goes from to anti aliasing msaa this setting goes from to settings japanese or englishthat s all the graphics options it s not much but it s a vast improvement over the initial release of on to fps unfortunately it looks like the hud is still causing the fps to drop to like in meaning battles still drop from to i m hoping they will fix this but for now i just play through it like i did with'],Recommended
142,legion29snake,61.3,https://steamcommunity.com/id/legion29snake/,"February 21, 2019",9,['i will see positive side in ffxiii s series as die hard ff fan i enjoy the trilogy ffxiii compare ffxv it has a complete story as well as better skill tree than ffxv each ffxiii trilogy have different game mechanic however we need to play all the trilogy in order to enjoy their story the soundtrack is really good as expected from square enix some people complain some areas might be lagging however i don t have any problem for those want to play ffxiii trilogy you can get during sales as it is worth for your collection and wallet '],Recommended
143,xDeltasLight,73.6,https://steamcommunity.com/id/xdeltaslight/,"October 23, 2017",8,['as my favorite final fantasy game i was a little dissapointed when the game first came out for steam with the fps optimization problems it has yes it stutters at certain parts and runs buttery smooth in others its annoying that said and done this is an excellent entry into the series and quite a departure from ffxiii the battle system is faster and changing paradigms is a joy intead of a slow chore the story is a bit weak but with side quests and monster hunting the dlc bosses and the mini games such as chocobo racing and slot machines there is plenty to look forward to '],Recommended
144,CURED (210830),1.0,https://steamcommunity.com/id/300caliber/,"April 19, 2022",12,['why would you region lock the english voice over i don t evenwhoever thought it was a good idea can just rot in hell '],Not Recommended
145,azureskyye,41.2,https://steamcommunity.com/id/arzurosfire/,"June 16, 2022",8,['genuinely a very good game the port was done bad but if you spend about mins following a community guide to patch it then you ve got a nice hours ahead of you can not recommend the game enough'],Recommended
146,chillallnight,5.6,https://steamcommunity.com/profiles/76561198036236937/,"November 15, 2023",8,['unplayable without community patches really disappointing considering i just finished ffxiii which was a fine port right out of the box there was an incredibly loud buzzing noise and constant crashes i was able to fix this with two community patches turning off cloud saves and starting in windows compatibility mode but this should not be necessary '],Not Recommended
147,dayvan,40.8,https://steamcommunity.com/id/daayvan/,"January 15, 2018",11,['this is a strange game while i recommend it i also feel a bit strange imo this game shouldn t exist but only because of the story the first game xiii wasn t perfect but the story was good nothing special some plotholes but still good well makes everything more complicated and even less clear it s nothing like which was a good follow up to x tho i also don t like that because it invalidates a lot of thing from the first game so i m really torn here but the gameplay is really good i liked the gameplay of xiii but this is even better the crystarium is a bit wtf for first time but it s really good once you understand how does it work and the best part the monster as your party member system literally pokemon ok not but it s really fun and it works as it should i only wish there were some kind of in battle interactions with the monsters like how you talk with mog throughout the game so yeah that s a good game but far from perfect also just the first part of the story as it ends with a cliffhanger and you know there is a follow up the walktrough guide i used not necessary but good if you are hunting for achievements also i can highly recommend this guide for max stats last but not least the music is still really great and more diverse than before metal chocobo music hell yeah '],Recommended
148,DownTownPoundTown,0.4,https://steamcommunity.com/profiles/76561198153283257/,"August 10, 2022",8,['good game unacceptable port '],Not Recommended
149,stretchfox,30.8,https://steamcommunity.com/id/stretchfox/,"February 4, 2015",325,['i have a giant golden chocobo that pecks everything to death with a special move called kweh and it s all in i don t feel i should have to write anything else '],Recommended
150,Larwood,101.8,https://steamcommunity.com/id/Larwood/,"March 22, 2022",9,['it s better than xiii in most ways and i liked that game but this is only a weak recommend because you have to spend a few hours following the guide to patch the game s many bugs once you do that it runs well '],Recommended
151,The Architect,77.9,https://steamcommunity.com/id/Architect_GG/,"March 24, 2023",8,['one of the two games i ve platinum on the back then i don t care about platinum for the record the game itself it quite nice and the soundtrack is amazing however the pc port is a mess and even tho there are community made fixes i m reviewing the port and not fan made fixes the game in its state as released by square enix is just not worth it too many stutters random crashes and other issues '],Not Recommended
